avumileyo	REL
kubelula	COP
zewadi	POSS10
tyhala	V
esiphezulu	REL
ecetywayo	REL
izigaba	N08
i-mfma	N09
zokunikwa	POSS10
ngoncedo	ADV
i-11	N09
zenkqubela-phambili	POSS08
bambezela	V
ngokokushiyana	ADV
sesixa-mali	POSS07
negcinakalayo	ADV
ikomiti	N09
nahloniphekileyo	ADV
nolandelelwano	ADV
kwemiba	POSS15
kumakhosikazi	NLOC
ngcinga	N09
ngeengxaki	ADV
benguquko	POSS02
ubunzima	N14
yinxalenye	COP
iindawo	N10
wamakhosikazi	POSS03
kwisiza	NLOC
njl.njl.	ABBR
lwamagama	POSS11
ngokhathalelo	ADV
abamnyama	REL
amaninzi	ADJ06
okuvela	REL
kucwangciso	NLOC
shwankathela	V
inkunkuma	N09
kwemisebenzi	POSS15
afanele	REL
iingqiqo	N10
ezamkelekayo	REL
wemizuzu	POSS03
kwiikomitana	NLOC
esi-1.25	REL
nama-60%	ADV
namanqanaba	ADV
ga	IDEO
semandleni	NLOC
ngokoluvo	ADV
kulula	COP
tya	V
kwemikhosi	POSS15
yebhunga	POSS04
inkqubo-sikhokelo	N09
nakumacandelo	ADV
sizathu	N07
kulo	PROEMPLOC
umfanekiso	N03
noomasipala	ADV
yeqela	POSS09
kwethuba	POSS15
enobulunga	REL
amavolontiya	N06
nemithi	ADV
enokufunyanwa	REL
rates	FOR
anjengokumiswa	REL
lobomi	POSS05
usetyenziso	N11
isishwankathelo	N07
ezichongwe	REL
yeekomishoni	POSS09
ezihlanganisiweyo	REL
plan	FOR
acace	REL
kwi-pcm	NLOC
nokusetyenzwa	ADV
kusomlomo	NLOC
langoku	POSS05
kwizintlu	NLOC
umgqalelo	N03
okwamkela	POSS06
ali-10	REL
akumanqanaba	REL
orhwaphilizo	POSS06
nxaxheba	N09
neenkangeleko	ADV
ezindlwini	NLOC
kukarhulumente	POSS15
zemizuzu	POSS10
zimandundu	REL
ezimiswe	REL
ngo-2000	ADV
xola	V
lee-kpi	POSS05
nezopolitiko	ADV
angumsebenzi	REL
obaziyo	REL
enomsebenzi	REL
emakhayeni	NLOC
inoluhlu	COP
khathala	V
zokulinganisa	POSS08
zincediso	N08
engummangaliso	REL
lweemfuno	POSS11
bucala	ADV
ngemali	ADV
kwamagosa	POSS15
kwezixhobo	POSS15
nasekuyileni	ADV
oluncomekayo	REL
bezentlalo	POSS14
olulolwabo	REL
eengxoxo	POSS06
ababelwe	REL
eluxanduva	REL
ngumncedi	COP
ngabahlali	ADV
babameleyo	REL
ezizingela	REL
njengophuhliso	ADV
kubakho	COP
yenzuzo	POSS09
esilandelayot	REL
qhagamshela	V
zamasebe	POSS10
elahlukeneyo	REL
kumtla	NLOC
projector	FOR
lempilo	POSS05
nangenkqubo	ADV
abathweswe	REL
kpis	ABBR
ukhenketho	N11
nasiphi	ADV
oluyinene	REL
poa	ABBR
zola	V
handbook	FOR
zamaziko	POSS10
nokuquka	ADV
ezinikezelwa	REL
sesithuba	POSS07
ezisekele	REL
bokunxibelelana	POSS14
anobuntununtunu	REL
neyona	ADV
nengxaki	ADV
kwiyantlukwano	NLOC
iimfuneko	N10
lwembuyekezo	POSS11
lwamaphandle	POSS11
into	N09
abathwaxwa	REL
ezinokubakho	REL
ngeziqulatho	ADV
sempumelelo	POSS07
mhlawumbi	ADV
banelizwi	COP
esiluncedo	REL
ingcono	REL
nokucukulwa	ADV
ezichaseneyo	REL
okuneempembelelo	REL
zokuthatha	POSS10
nomgaqo-nkqubo	ADV
tshiphu	ADV
sishwankathelo	N07
angalonwabeliyo	REL
olukhula	REL
yeengingqi	POSS04
ngamathuba	ADV
elinikiweyo	REL
ngokufaka	ADV
ngokungathathi	ADV
isiqhamo	N07
nobonxulumano	ADV
kwamava	POSS15
unomthetho	COP
ziba	COP
mijikelo	N04
eziboniswe	REL
nenyathelo	ADV
yale	POSS09
umncinane	ADJ03
amatyala	N06
ophambili	REL
iitapile	N10
kutyalo-mali	NLOC
nokuhlola	ADV
lukamasipala	POSS11
lweenkcukacha	POSS11
okungalalalaliyo	REL
ezingagcinekanga	REL
lokusenza	POSS11
abazinikelayo	REL
lwezoqoqosho	POSS11
urhwebo	N11
nokufaka	ADV
iingxelo	N10
lokulindela	POSS05
lokubiza	POSS11
kwiinkokeli	NLOC
ngqalelo	N09
ngokufanayo	ADV
kweeyantlukwano	POSS15
umzi	N03
imicimbi	N04
ezizinzileyo	REL
liphupha	COP
babasebenzi	POSS02
nelizwe	ADV
yomsebenzisi	POSS04
tshitshilili	IDEO
isalathisi	N07
elingalunganga	REL
lokuvula	POSS05
yingqeqesho	COP
elidlulileyo	REL
kweekhontrakthi	POSS15
bangabaluphi	COP
lilandelayo	REL
kokungafani	POSS15
nesigwebo	ADV
khulula	V
yehiv	POSS09
chule	V
nenkxaso-mali	ADV
ngenjongo	ADV
ekumele	REL
ezixhasa	REL
wawo	POSS01
ngesantya	ADV
sakho	POSS07
nabalimi	ADV
ngokupapasha	ADV
njengokuba	ADV
tyalo-mali	N00
abasemagunyeni	REL
lokwazisa	POSS05
okusebenza	POSS06
zabucala	POSS10
siba	COP
eyodwa	REL
ngokwemigqaliselo	ADV
kwezentlalo	POSS15
nengingqi	ADV
nezinye	ADV
inginginya	N09
elizaliswe	REL
imiboniso	N04
umlinganiselo	N03
kwemali	POSS15
kungahle	VAUX
phazama	V
ne-4	ADV
yangaphambili	POSS09
septemba	NPP
kwisivumelwano	NLOC
ingxaki	N09
ngasentla	ADV
kwengxowa-mali	POSS15
nezimiselo	ADV
kwakhona	ADV
nabacinga	ADV
wokuhlonitshwa	POSS03
national	FOR
ezikhulisela	REL
kungeepowusta	COP
amacwecwe	N06
izikhundla	N08
bona	V
ezenziwe	REL
yokukhetha	POSS04
kuqukuqelo	NLOC
ngengxaki	ADV
amatsha	ADJ06
)	PUNC
olubanzi	REL
yocalucalulo	POSS09
nakuluntu	ADV
umxolelanisi	N01
nephakathi	ADV
kweyona	POSS15
babe	VAUX
wemali	POSS03
we-5	POSS03
imigca	N04
nequmrhu	ADV
nezirhwetywa	ADV
lwemeko	POSS11
ezinegalelo	REL
luncedo	COP
zokunyulwa	POSS08
webhunga	POSS03
nge-swot	ADV
kwingqesho	NLOC
ziingcaphephe	COP
abc	ABBR
nabalawuli	ADV
ofakelweyo	REL
nenzame	ADV
wethutyana	POSS01
nayo	ADV
ezayo	REL
esisekwe	REL
a	ABBR
sokufumanisa	POSS07
lwemibuzo	POSS11
nokuphengulula	ADV
sikhona	ADV
isiqendu	N07
khokela	V
unendima	COP
zililizwi	COP
eqhutywa	REL
ezisezantsi	REL
hlalutya	V
yeminyaka	POSS09
bebekuludwe	COP
yokufikelela	POSS04
ngokuthuma	ADV
aphuhlise	REL
nolwakhiwo-zindlu	ADV
yezinto	POSS04
owongeziweyo	REL
ngemithombo	ADV
yedwa	PROQUANT01
kwinkqubela	NLOC
olona	PROEMP11
weenkonzo	POSS03
lolwaphulo	POSS11
zezemfundo	POSS10
ephazamisayo	REL
baze	VAUX
i-100%	N09
nesenokuba	ADV
koku	ADVLOC
kwenqanaba	POSS15
bezabelo	POSS02
iikomiti	N10
ii-ngo	N10
okuxhasa	POSS06
eliphantse	REL
isoloko	ADV
elibalulekileyo	REL
okusebenzisana	REL
afundiwe	REL
zibini	COP
kwiintlanganiso	NLOC
enqila	POSS06
isemva	COP
thatha	V
enentsingiselo	REL
kwemigangatho	POSS15
idemokhrasi	N09
basekuhlaleni	POSS02
nomba	ADV
nangokwendlela	ADV
nangokunika	ADV
iyimfuneko	COP
sisifo	COP
sinamandla	COP
eninolwazi	REL
bexesha	POSS14
isandisi-sandi	N07
nemveliso	ADV
ngabathathi-nxaxheba	COP
bokunciphisa	POSS14
zokuhlangabezana	POSS10
ebengamahlanga	COP
enabanini	REL
iitrakhi	N10
besicwangciso-qhinga	POSS14
ngamacwecwe	ADV
wengxelo	POSS03
zenene	POSS08
ngemizekelo	ADV
umonde	N03
kumcimbi	NLOC
yexabiso	POSS04
mathuba	N06
ngokuhambelana	ADV
sothweso	POSS07
luya	VAUX
umncono	N03
umthetho	N03
isango	N05
lwe-sdip	POSS11
yokubandakanya	POSS09
njengabafumani	ADV
ngokumalunga	ADV
kukwakho	COP
ezidweliswe	REL
iimpiliso	N10
elitsha	ADJ05
kuqala	ADV
abanikezwe	REL
kumasebe	NLOC
ngokuvavanya	ADV
nasekuhleleni	ADV
sebenza	V
awohlukeneyo	REL
ilogframe	N09
iajenda	N09
anokuthi	REL
ke	CONJ
nelungelelaniswe	ADV
okungathembani	REL
khupha	V
umyinge	N03
ababona	REL
kwamaxesha	POSS15
ubundlobongela	N14
kwindima	NLOC
iinxenye	N10
kwingabula-zigcawu	NLOC
izimvo	N10
sokukhula	POSS07
nikezela	V
nelinamagunya	ADV
nezithuthi	ADV
nefuthe	ADV
ingaba	COP
thetha	V
yingxolo	COP
kwezomthetho	NLOC
zasesitalatweni	POSS08
ngokuthi	ADV
isithili	N07
oonobangela	N02a
i-ngo	N09
yokuphucula	POSS09
ka-1992	POSSKA
esikwiphepha	REL
nabengingqi	ADV
iziqulatho	N08
iziko	N05
ngemfundo	ADV
phumelela	V
sesixokelelwano	POSS07
ndim	COP
lungangumthundezi	COP
wegdp	POSS03
neqela	ADV
aya	VAUX
ububanzi	N14
izihlandlo	N08
bunzima	N14
izimali	N10
kwikholam	NLOC
encomekayo	REL
enokufumana	REL
beenkxaso-mali	POSS02
abakhulu	ADJ02
emandla	REL
olwenziwe	REL
modyuli	N00
27(4)	NUM
samaziko	POSS07
njengelizwe	ADV
kuthutho	NLOC
enkundleni	NLOC
iforam	N09
amaqalela	N06
ngokwengqiqo	ADV
kubume	NLOC
oye	REL
kwamadoda	POSS15
zokuthengiselana	POSS10
oluntu	POSS06
nesisekelwe	ADV
izikolo	N08
lezempilo	POSS05
abanokuhlangabezana	REL
asilohlahlo	COP
ekungabikhoni	ADVLOC
isaziso	N07
kwimfuno	NLOC
ovavanyo	POSS06
yase-asia	POSS09
sokola	V
kohanjiso	POSS15
38	NUM
lwangaphakathi	POSS11
locwangciso	POSS11
ezimana	REL
zizenzo	COP
asiyomeko	COP
siphezulu	ADV
ubujoni	N14
nomkhosi	ADV
abangama-3	REL
ikweli	REL
anyuliweyo	REL
ngemisetyenzana	ADV
revenue	FOR
nokunika	ADV
kwethu	POSS15
wabafundi	POSS03
nokungasebenzi	ADV
samalungu	POSS07
lweminyaka	POSS11
enyukayo	REL
esizikithini	NLOC
ngezolimo	ADV
esiyilwe	REL
zokugaya	POSS10
yi-idp	COP
obanzi	REL
olunempumelelo	REL
inkampani	N09
nelabucala	ADV
ezimiyo	REL
ngamanqanaba	COP
zokukwazi	POSS08
yokuziqhelanisa	POSS09
okuyinene	REL
kwamagama	POSS15
nobungcali	ADV
kasihlalo	POSS01
pakisha	V
gqolo	IDEO
ongakumbi	REL
neminye	ADV
jika	V
neentliziyo	ADV
salo	POSS07
nokunqwala	ADV
nasekapa	ADV
nokuzazi	ADV
yemfundo	POSS09
ephuhliswe	REL
abanehiv	REL
amqela	N06
namaphulo	ADV
eziphawulwe	REL
bokungeva	POSS14
iyonke	COP
ehlanganiselweyo	REL
elo	CDEM05
iphondo	N05
nokubanombono	ADV
ekhuphisanayo	REL
ezinokukhuthaza	REL
esigqityezelweyo	REL
yesizwangciso	POSS09
ezimanyanisiweyo	REL
wolungelelwano	POSS01
qhagamshelana	V
emisetyenzana	POSS06
neenkonzo	ADV
anonaniselwano	REL
zokhathalelo	POSS08
lokuthetha	POSS05
labahlawuli	POSS05
oyintloko	REL
okugqalisela	REL
miba	N04
ibinzana	N05
eziyithathayo	REL
zizezangaphandle	ADV
calucalula	V
vetshe	IDEO
noluphakathi	ADV
oluhleleleke	REL
engenabungozi	REL
amangenelelo	N06
zinza	V
ngegalelo	ADV
ngokuxoxa	ADV
maqonga	N06
azichaze	REL
evumela	REL
kugutyulo	NLOC
kwesabelo	POSS15
kumnyango	NLOC
wokulima	POSS03
kwinjineli	NLOC
nantsi	COP
yokuquka	POSS09
nesibandakanywe	ADV
ekunokufunyanwa	REL
okungokunye	REL
lwemo	POSS11
izisombululo	N08
mw	ABBR
bukazwelonke	POSS14
koomasipala	POSS15
wophando	POSS03
ngoovimba	ADV
yakutshanje	POSS04
abanobulunga	REL
uhlahlo	N11
namaqonga	ADV
obonisa	REL
eligcinakala	REL
yokuqhubekeka	POSS09
ubonelelo	N11
ngamaqondo	ADV
nocacisa	ADV
esibhalisiweyo	REL
ohlala	REL
nokuvumela	ADV
nombhexeshi	ADV
nangakumbi	ADV
nabaqeshwa	ADV
intsukaphi	N09
esiyilelwe	REL
amanqanaba	N06
amaqhezu	N06
oludityanelwayo	REL
usoloko	VAUX
elinendlwana	REL
komjikelo	POSS15
bahlelelekileyo	REL
abanoxanduva	REL
lohlahlo	POSS11
kwiiprojekthi	NLOC
bayinxalenye	COP
linga	V
kuyinkqubela-phambili	COP
kwiinguqu	NLOC
abawanikiweyo	REL
akanalungelo	COP
iziseko	N08
kwamakhulu	POSS15
lwentando	POSS11
yenjongo	POSS09
namabhinqa	ADV
olwenziweyo	REL
esimacala	REL
yolwazi	POSS04
yemisebenzi	POSS09
bokuphatha	POSS14
umsindo	N03
nakwizixhobo	ADV
lenkosikazi	POSS05
ququmbela	V
ezinxulumene	REL
ekhokelela	REL
nayiphi	ADV
nenkcubeko	ADV
ophengululo	REL
olwazi	POSS06
edolophu	POSS06
kombhexeshi	POSS15
alunakhuphiswano	COP
amagalelo	N06
sineendlela	COP
benxaxheba	POSS14
kwezintathu	ADJLOC
sophuhliso-buqili	POSS07
ezinyanisekisa	REL
seemveliso	POSS07
inempembelelo	COP
jolisa	V
elungelelanisiweyo	REL
nowiso-mthetho	ADV
nebango	ADV
zobunini	POSS10
achongiweyo	REL
yona	PROEMP04
nengqiqo	ADV
yobuthathaka	POSS09
yeentlobo	POSS09
asewadini	POSS06
nokusebenzisa	ADV
komkhondo	POSS15
luhlahlo-mali	COP
ulula	REL
kwiiyantlukwano	NLOC
kumntu	NLOC
lulwabiwo	COP
kweprojekthi	POSS15
yaseisulabasha	POSS09
isisombululo	N07
ayama	V
ukhathalelo	N11
umahlulelane	N01a
esikiweyo	REL
abazilindeleyo	REL
besithuba	POSS14
umzobo	N03
bokufunda	POSS14
lwehiv	POSS11
enceda	REL
umgaqo-nkqubo	N03
neenguqulelo	ADV
obunemveliso	REL
impilo	N09
kwiprowujekthi	NLOC
nenkqubela	ADV
kwesi	CDEMLOC
nesahluko	ADV
oza	REL
ngesishwankathelo	ADV
kwabalandelayo	POSS15
nakwiingxoxo	ADV
nababucala	ADV
umoya	N03
owona	PROEMP03
zemithombo	POSS10
abakwi-idp	REL
lowe-1998	POSS05
iliwa	N05
umnqophiso	N03
kuselithuba	COP
lokungafani	POSS11
zomthetho	POSS10
nabophuli-mthetho	ADV
nokuzimanya	ADV
nesihleliyo	ADV
nokuyilwa	ADV
-buqili	N14
nemali-mboleko	ADV
sabalala	V
njengoluvo	ADV
kwisikhundla	NLOC
eyimise	REL
nobuhlanga	ADV
umnikelo	N03
umane	VAUX
nangempumelelo	ADV
ngangeeyure	ADV
nezinga	ADV
thamba	V
fumaneka	V
empuma	NLOC
nokudluliswa	ADV
okungcolisa	REL
kulwenziwo	NLOC
zokubekwa	POSS10
nabo	ADV
yoxinzelelo	POSS09
lokufumana	POSS05
kumgaqo-nkqubo	NLOC
eyona	PROEMP09
olungacalucaluli	REL
kumyalelo	NLOC
lwetransparency	POSS11
nakwiinkqubo	ADV
ngesiphumo	ADV
abanako	REL
phumeza	V
kwiilali	NLOC
bhala	V
obubanzi	REL
ngokusekwa	ADV
gqithisa	V
neengcinga	ADV
nokukhulisa	ADV
balawula	REL
nasekukhangeleni	ADV
zendawo	POSS10
ulumano-ndlebe	N11
kwisithili	NLOC
angcono	REL
ubude	N14
municipal	FOR
lobunzima	POSS05
ngomhla	ADV
nto	N09
zaba	COP
ngokuthelekisa	ADV
yabaniki	POSS04
beenqila	POSS02
xoxa	V
sdip	ABBR
khalaza	V
zempumelelo	POSS10
abafazi	N02
ebevinjwe	REL
wokwandisa	POSS03
abaya	REL
iintlawulo	N10
olwenza	REL
zingaphantsi	COP
esilawulayo	REL
olukhoyo	REL
lokulinganisa	POSS05
okufunda	REL
i-swot	N09
zebhokisi	POSS10
sisivumelwano	COP
lamakhosikazi	POSS05
kwebakala	POSS15
olungachanekanga	REL
mthethweni	NLOC
othetha	REL
tshintshisa	V
yer&d	POSS09
eziwadini	NLOC
isifezekiso	N07
weenqobo	POSS03
zeziphatha-mandla	POSS10
siqingatha	N07
ebekhona	COP
kokungalingani	POSS15
yinyaniso	COP
ofumana	REL
kubatyali-mali	NLOC
obunganceda	REL
ngokuchaphazela	ADV
nodidi	ADV
abanyuliweyo	REL
ezihamba	REL
ngokwesini	ADV
igalelo	N05
amaqumrhu	N06
njengeekomiti	ADV
olungcono	REL
nkulu	ADJ09
ngokobudoda	ADV
eziyilwe	REL
lababhexeshi	POSS05
ngokokulawulwa	ADV
amaxesha	N06
vavanyo-zimvo	N11
buza	V
yezikhokelo	POSS09
ngawaphi	COP
wesicwangciso	POSS03
neyenza	ADV
yokuhamba	POSS04
lokulahlekelwa	POSS11
ngenkqubela	ADV
eyahluka-hlukeneyo	REL
ezikwinqanaba	REL
bane-ajenda	COP
ngamalungu	COP
eziphakanyisiweyo	REL
nokubonisa	ADV
nkalo	N10
okusombulula	POSS06
uhlengahlengiso	N11
kwiseshoni	NLOC
koququzelelo	POSS15
kwepolisi	POSS15
hlanganela	V
amanani	N06
ezinokufezekiseka	REL
ipasele	N09
uphuculo	N11
nokuseka	ADV
sothungelwano	POSS07
nobugcisa	ADV
elixutyaniswe	REL
yokuthatha	POSS04
charters	FOR
ezithile	REL
bendalo	POSS14
zezisombululo	POSS10
zeqela	POSS10
nokukhutshwa	ADV
iinqobo	N10
ekugqitywe	REL
enokundinceda	REL
lwasekhaya	POSS11
i-pms	N09
kwemithombo	POSS15
neziganeko	ADV
themba	V
adibana	REL
nesenzo	ADV
nonxibelelwano	ADV
omncinci	ADJ01
ezaneleyo	REL
okungeyomfuneko	REL
yohlaziyo	POSS09
iinkxalabo	N10
okazwelonke	REL
nokuthungelana	ADV
ne-ofisi	ADV
esikhokela	REL
nesini	ADV
quka	V
ukungabikho	COP
iinkolo	N10
nokuguqula	ADV
ekufutshane	REL
nonxweme	ADV
khapha	V
engamashumi	REL
yabantwana	POSS09
dolophu	N00
duba	V
egqibeleleyo	REL
nokwamadoda	ADV
thenga	V
ezikufutshane	REL
elongezelelekileyo	REL
evulekileyo	REL
iqhelekileyo	REL
okutya	POSS06
umnu	N01a
eliphendula	REL
bhekela	V
ehlabathini	NLOC
kwii-ambulensi	NLOC
yiprojekthi	COP
funa	V
wemizobo	POSS03
elibi	ADJ05
ngakwikomiti	ADV
cukuceza	V
sotyalo-mali	POSS07
kudala	ADV
eyakho	REL
iindidi	N10
nozwelonke	ADV
amazwe	N06
lwelizwe	POSS11
nakwindalo	ADV
lweenjongo	POSS11
ye-ajenda	POSS09
okucetyiswe	REL
kuninzi	ADJLOC
bakuba	VAUX
kwimibuzo	NLOC
ezibonisa	REL
lohlolo	POSS11
zedemokrasi	POSS08
nanjengoko	ADV
thothomala	V
ezifundo	POSS06
kwengama-24	NLOC
ingabikho	COP
nenokuthi	ADV
uxinezelelo	N11
wokukhathalela	POSS03
kunyaka	NLOC
lama-33	POSS05
esimandla	REL
ngomlomo	ADV
iinkokeli	N10
olulungele	REL
5	NUM
imijikelo	N04
zamaphondo	POSS10
omzimba	POSS06
yekomiti	POSS09
nekopi	ADV
ezidala	REL
lwewadi	POSS11
nolunentsebenziswano	ADV
nokunabisa	ADV
kwecandelo	POSS15
iingcali	N10
kumaziko	NLOC
owaziyo	REL
zuza	V
wenu	POSS01
nokhuseleko	ADV
nanini	ADV
ezininzi	ADJ10
ushishino	N11
abenzi	N02
zophuculo	POSS10
guda	V
kwengqondo	POSS15
intando	N09
seempahla	POSS07
ekubeni	CONJ
uxwebhu	N11
ezilolo	REL
luluntu	COP
yezezimali	POSS09
abahlukeneyo	REL
olululo	REL
zesithuthi	POSS08
neyezincedisi	ADV
eziphononongwe	REL
nelungu	ADV
balula	V
unomnikelo	COP
ngezindlu	ADV
lasekuhlaleni	POSS11
namele	ADV
kwekhabhondayoksayidi	POSS15
kwiimbono	NLOC
ezikude	ADJ10
seengcebiso	POSS07
nabanolwazi	ADV
ekwanoxanduva	REL
amabhinqa	N06
hlela	V
lolunye	COP
okhuphisanayo	REL
otyalo-mali	POSS06
lwemibutho	POSS11
kumbane	NLOC
nokomelezwa	ADV
iphulo	N09
yesikhundla	POSS09
nezalathiso	ADV
nakwiikomiti	ADV
kokungena	POSS15
ngokomzekelo	ADV
eyinzuzo	REL
neengcali	ADV
kumdla	NLOC
inkomfa	N09
abazidingayo	REL
nobume	ADV
ibhunga	N05
elisemaphandleni	REL
banemifuno	COP
kwisiqendu	NLOC
lwenyathelo	POSS11
zingumqobo	COP
exco	NPP
senkonzo	POSS07
solawulo	POSS07
ebalaseleyo	REL
kwezizwe	POSS15
kuxa	COP
lika-2030	POSS05
ngabanye	ADV
eziqhelekileyo	REL
zemvelaphi	POSS10
nama-300	ADV
zezibonelelo	POSS08
okhuphiswano	POSS06
kuvavanyo	NLOC
kuyo	PROEMPLOC
onikezelo	POSS06
womanyaniso	POSS06
nobuhlwempu	ADV
ezambuku	POSS06
zikhoyo	REL
kamongameli	POSSKA
ne-municipal	ADV
ezithi	REL
bobuhlwempu	POSS02
ebanzi	REL
oluqukayo	REL
njengemiba	ADV
kubuqhetseba	NLOC
wama-70	POSS03
nangokutshintshelwa	ADV
kweegesi	POSS15
bangaphi	COP
ka-1996	POSSKA
angaphambili	REL
onxibelelwano	POSS06
angumnqantsa	REL
nenzala	ADV
ubungqina	N14
ezinomxholo	REL
wokupheka	POSS03
hlula	V
ngumceli-mngeni	COP
yesixeko	POSS09
ngokoqoqosho	ADV
koko	CDEMLOC
ezingavelisi	REL
yokuvandlakanya	POSS09
abalulekileyo	REL
seeprojekthi	POSS07
nokumisa	ADV
nqanam	N05
zidingo	N08
womsindo	POSS01
nokunikezelwa	ADV
kwibakala	NLOC
abentetho-ntuthuzelo	REL
ngeminyaka	ADV
bomzimba	POSS14
ngokuphathelene	ADV
nakubomi	ADV
lama-28	POSS05
sosuleleko	POSS07
uhlambululo	N11
abaphila	REL
nezithungeleneyo	ADV
lwedolophu	POSS11
ugayo	N11
za	V
zotyelelo	POSS10
uwonke	PROQUANT03
uhlelo	N11
abamaqela	REL
isivumelwano	N07
nokulawulwa	ADV
kunaniselwano	NLOC
okuquka	REL
ezisetyenziswa	REL
kude	ADJLOC
yecandelo	POSS09
bezigqibo	POSS02
anako	COP
ezingazange	REL
lwezimvo	POSS11
banegalelo	COP
nokudala	ADV
nokufunekayo	ADV
komthwalo	POSS15
othembekileyo	REL
yehlabathi	POSS04
abaswele	REL
ngabathunywa	COP
okhulayo	REL
wamaxwebhu	POSS03
kumantla	ADVLOC
zolondolozo	POSS08
ipesenti	N09
aqukuqelayo	REL
abangasiwaso	REL
oluphuculweyo	REL
senkqubo-qhinga	POSS07
amatyeli	N06
ngubani	COP
yinzuzo	COP
nachazwe	ADV
isikhululo	N07
iintsapho	N10
kwinkcubeko	NLOC
nanza	V
zeziganeko	POSS08
lwepolitiki	POSS11
engalunganga	REL
oqatha	REL
